Situação;Descrição;Código;Código NCM;CEST;Peso Líquido;Peso Bruto;Altura;Largura;Profundidade;Marca;Modelo;Prazo de calibração;Dias de Crossdocking;Cupom Fiscal (PDV);Marketplace;Tipo do Item (Bloco K);Características
Ativo;MALAO DE FERRO - 100X165X200CM - 2 TON - 426KG (PAT0001);PAT0001;7310.29.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 2 Toneladas, Data da Próxima Calibração: 21/08/2026, Situação de uso: Apto
Ativo;MALAO DE FERRO - 100X165X200CM - 2 TON - 426KG (PAT0002);PAT0002;7310.29.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Tipo: Acessório de movimentação de cargas, Faixa de Medição: 2 Toneladas, Data da Próxima Calibração: 30/09/2026, Situação de uso: Apto
Ativo;MALAO DE FERRO - 100X117X,00CM - 800KG (PAT0003);PAT0003;7310.29.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 800 Kilos, Data da Última Calibração: 13/06/2026, Situação de uso: Apto
Ativo;MALAO DE FERRO - 100X117X,00CM - 800KG (PAT0004);PAT0004;7310.29.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 800 Kilos, Data da Próxima Calibração: 13/06/2026, Situação de uso: Apto
Ativo;MALAO DE FERRO - 100X105X300CM - 2,6 TON - 700KG (PAT0005);PAT0005;7310.29.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 2,6 Toneladas, Data da Próxima Calibração: 21/08/2026, Situação de uso: Apto
Inativo;DETECTOR DE TENSAO RITZ DO BRASIL - H-1990 / ST-138 - 138 KV (PAT0211);PAT0211;9030.90.90;;0;0;0;0;0;RITZ DO BRASIL;H-1990 / ST-138;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 20490, Faixa de Medição: 1 a 138KV, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;DECADA RESISTIVA (PAT0218);PAT0218;9030.90.90;;0;0;0;0;0;Não informado;Não informado;2;0;Não;Não;08 - Ativo Imobilizado;Tipo: Elétrico, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MEGOHMETRO ANALOGICO MEGABRAS MI-5500E 5KV - 27,4X25X12,4CM - 3,9KG (PAT0221);PAT0221;9030.39.90;;0;0;0;0;0;MEGABRAS;MI-5500e;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: OG 8074 E, Tipo: Elétrico, Faixa de Medição: até 10.000.000 M© (Ohms)  (10 T©) (Ohms), Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 21/08/2025, Data da Próxima Calibração: 21/08/2026
Inativo;FASIMETRO MINIPA - MFA850 - 600V AC - 0,540KG(PAT0223);PAT0223;9030.90.90;;0;0,54;13,4;8,5;4,5;MINIPA;MFA - 850;2;0;Não;Não;08 - Ativo Imobilizado;Tipo: Mecânico, Faixa de Medição: 600 V - AC, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Situação de uso: Inativo, sem certificado.
Inativo;ALICATE AMPERIMETRO DIGITAL (PAT0225);PAT0225;9030.33.29;;0;0;0;0;0;;;2;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Situação de uso: Sem registro
Ativo;TERMOMETRO GULTON - GULTERM 200 - 199,9°C a 199,9°C (PAT0229);PAT0229;9030.90.90;;0;0;0;0;0;GULTON;GULTERM 200;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 199,9°C a 199,9°C - 50/60Hz, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MEDIDOR DE CAMADA SECA ALLOSUN - EM2271 - 2mm (PAT0230);PAT0230;9031.90.90;;0;0,023;6,9;3,8;2;ALLOSUN;EM2271;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não identificado, Tipo: Elétrico, Faixa de Medição: 2mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 16/01/2026, Data da Próxima Calibração: 16/01/2027
Ativo;TTR AEMC 224036GKDV - 42 x 32 x 20CM - 11KG (PAT0231);PAT0231;8708.99.90;;0;0;0;0;0;AEMC;8500;0;0;Não;Não;08 - Ativo Imobilizado;Patrimônio Antigo: 108, Número de Série: 224036GKDV, Tipo: Elétrico, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 28/11/2025, Data da Próxima Calibração: 28/11/2026
Ativo;PAQUIMETRO DIGIMESS - 0-300mm - 0,26KG (PAT0235);PAT0235;9017.30.20;08.021.00;0,26;0,26;0;0;0;DIGIMESS;Não informado;365;0;Não;Não;08 - Ativo Imobilizado;Patrimônio Antigo: 207, Tipo: Mecânico, Faixa de Medição: 0 - 300mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 23/12/2025, Data da Próxima Calibração: 23/12/2026, Situação de uso: APTO
Ativo;MICROMETRO EXTERNO MITUTOYO 66112317 0-25MM  - 0,13X0,07X0,04CM - 0,3KG (PAT0239);PAT0239;9017.30.10;08.021.00;0,3;0,3;0,13;0,7;0,04;MITUTOYO;66112317;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 66112317, Tipo: Mecânico, Faixa de Medição: 0-25mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO MITUTOYO 103138 - 25-50MM - 0,3KG (PAT0240);PAT0240;9017.30.10;08.021.00;0,3;0,3;0;0;0;MITUTOYO;103138;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não identificado, Tipo: Mecânico, Faixa de Medição: 25 - 50 mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 12/01/2026, Data da Próxima Calibração: 12/01/2027
Ativo;MICROMETRO EXTERNO MITUTOYO 96120522 100-125MM (PAT0241);PAT0241;9017.30.10;08.021.00;0;0;0;0;0;MITUTOYO;96120522;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 96120522, Tipo: Mecânico, Faixa de Medição: 100-125mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 14/01/2026, Data da Próxima Calibração: 14/01/2027
Ativo;MICROMETRO EXTERNO MITUTOYO BA004135 125-150MM (PAT0242);PAT0242;9017.30.10;08.021.00;0;0;0;0;0;MITUTOYO;BA004135;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: BA004135, Faixa de Medição: 125-150mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 16/05/2024, Data da Próxima Calibração: 16/05/2025
Ativo;MICROMETRO EXTERNO MITUTOYO 2235898 150-300MM - 1,2KG (PAT0243);PAT0243;9017.30.10;08.021.00;0;0;0;0;0;MITUTOYO;2235898;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 2235898, Tipo: Mecânico, Faixa de Medição: 150 - 300 mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;COMPARADOR DE DIAMETRO MITUTOYO 35-60MM 1,08 KG (PAT0245);PAT0245;9031.80.99;;0;0;0;0;0;MITUTOYO;MLR631;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: MLR631, Faixa de Medição: 35-60mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO PANTEC 90742316 - 0-25MM - 0,13X0,07X0,04CM - 0,3KG (PAT0250);PAT0250;9017.30.10;08.021.00;0;0;0;0;0;PANTEC;90742316;0;0;Não;Não;08 - Ativo Imobilizado;Tipo: Mecânico, Faixa de Medição: 0-25mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO PANTEC 50705916 100-125MM (PAT0252);PAT0252;9017.30.10;08.021.00;0;0;0;0;0;PANTEC;50705916;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 50705916, Tipo: Mecânico, Faixa de Medição: 100-125mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 15/01/2026, Data da Próxima Calibração: 15/01/2027
Ativo;MICROMETRO EXTERNO PANTEC 60232831 - 125-150MM (PAT0253);PAT0253;9017.30.10;08.021.00;0;0;0;0;0;PANTEC;60232831;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não informado, Faixa de Medição: 125-150mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 17/12/2025, Data da Próxima Calibração: 17/12/2026, Situação de uso: Necessecita de Calibração
Ativo;MICROMETRO EXTERNO PANTEC 70437341 175-200MM (PAT0255);PAT0255;9017.30.10;08.021.00;0;0;0;0;0;PANTEC;70437341;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 70437341, Faixa de Medição: 175-200mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 06/01/2025, Data da Próxima Calibração: 06/01/2026
Ativo;COMPARADOR DE DIAMETRO PANTEC 9816108 - 250-450MM - 5KG (PAT0257);PAT0257;9031.80.99;;0;0;0;0;0;PANTEC;9816108;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 9816108, Faixa de Medição: 250-450mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;COMPARADOR DE DIAMETRO PANTEC 326446 - 50-160MM - 1KG (PAT0259);PAT0259;9031.80.99;;0;0;0;0;0;PANTEC;326446;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 50-160mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;COMPARADOR DE DIAMETRO PANTEC - 35-50mm - 0,962KG (PAT0260);PAT0260;9031.80.99;;0;0,962;0;0;0;PANTEC;;2;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 35-50mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;COMPARADOR DE DIAMETRO BORE GAUGE - 160-250MM - 2,8KG (PAT0261);PAT0261;9031.80.99;;0;0;0;0;0;GAUGE;NÃO INFORMADO;2;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;"CALIBRADOR DE ROSCA TAMPAO KINGTOOLS - 219/11 2""X 11 1/2"" NPT - 0,80KG (PAT0263)";PAT0263;9017.30.90;08.021.00;0;0,8;0;0;0;KINGTOOLS;TAMPÃO NPT;2;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 2""X 11 1/2"", Número de Série: 219/11, Tipo: Mecânico, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 18/09/2024, Data da Próxima Calibração: 18/09/2025"
Inativo;"CALIBRADOR DE ROSCA TAMPAO PANTEC - 220/11 1 1/2"" X 11"" NPT - 0,8KG (PAT0264)";PAT0264;9017.30.90;08.021.00;0;0;0;0;0;PANTEC;;2;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1 1/2"" X 11"" NPT, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018"
Inativo;"CALIBRADOR DE ROSCA TAMPAO PANTEC - NPT 1""X 11 1/2"" NPT - 0,8KG (PAT0265)";PAT0265;9017.30.90;08.021.00;0;0,8;0;0;0;PANTEC;;2;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1""X 11 1/2"" NPT, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018"
Ativo;MICROMETRO EXTERNO PANTEC 110335948 - 300-400MM (PAT0267);PAT0267;9017.30.10;08.021.00;0;0;0;0;0;PANTEC;110335948;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 110335948, Faixa de Medição: 300-400mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 25/02/2026, Data da Próxima Calibração: 25/02/2027
Ativo;MICROMETRO EXTERNO PANTEC 110776579 - 600-700MM (PAT0268);PAT0268;9017.30.10;08.021.00;0;7;0;0;0;PANTEC;110776579;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 600-700mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;MICROMETRO EXTERNO PANTEC 110776615 - 500-600MM (PAT0269);PAT0269;9017.30.10;08.021.00;0;0;0;0;0;PANTEC;110776615;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 110776615, Faixa de Medição: 500-600mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 23/06/2025, Data da Próxima Calibração: 23/06/2026
Ativo;CAMERA DIGITAL CANON POWERSHOT A2500 (PAT0270);PAT0270;8525.89.29;;0;0;0;0;0;CANON;POWERSHOT A2500;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;REGUA DE FIOS INSIZE - 1106266 - 300mm-1,2 KG (PAT0276);PAT0276;8708.99.90;;0;0;0;0;0;INSIZE;703150057;365;0;Não;Não;08 - Ativo Imobilizado;Tipo: Mecânico, Faixa de Medição: 300mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 19/01/2026, Data da Próxima Calibração: 19/01/2027
Ativo;SOPRADOR TERMICO 2000W - 0,6KG (PAT0277);PAT0277;8467.29.99;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 2000 W
Ativo;VISCOSIMETRO O MICRON - COPO FORD 4 - 0,800KG (PAT0279);PAT0279;8708.99.90;;0;0,8;0;0;0;O MICRON;COPO FORD 4;2;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 21/11/2023, Data da Próxima Calibração: 21/11/2024
Ativo;VARIADOR DE TENSAO ATV - 245 - T303 (PAT0284);PAT0284;8504.40.50;01.054.00;0;0;0;0;0;ATV;T303;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 2KVA/8AMP, Voltagem: 220v/240V, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;SOPRADOR TERMICO 2000W - 0,6KG (PAT0285);PAT0285;8467.29.99;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 2000 W
Ativo;PONTE KELVIN MEGABRAS MPK-253 200O - 38X31X17,5CM - 8,7KG (PAT0287);PAT0287;8426.11.00;;0;0;0;0;0;MEGABRAS;MPK-253;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: MI 3032 H, Tipo: Elétrico, Faixa de Medição: 200 ohms, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 21/08/2025, Data da Próxima Calibração: 21/08/2026
Ativo;VACUOMETRO (PAT0291);PAT0291;9026.20.90;01.079.00;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MEDIDOR DE VIBRACAO VIBROCONTROL MT-9000 - 0,4KG (PAT0295);PAT0295;9030.90.90;;0;0;0;0;0;VIBROCONTROL;MT-9000;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 2014-007, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 23/06/2025, Data da Próxima Calibração: 23/06/2026
Ativo;TERMO-HIGROMETRO MINIPA MT-241 - 10,8X5,8X1,5CM - 0,1KG (PAT0299);PAT0299;9030.90.90;;0;0;0;0;0;MINIPA;MT-241A;365;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: -50ºC - 70ºC, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 29/08/2025, Data da Próxima Calibração: 29/08/2026
Ativo;SUPORTE MAGNETICO - 1,5KG (PAT0305);PAT0305;9031.90.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;PONTE KELVIN MEGABRAS MPK-253 200O - 38X31X17,5CM - 8,7KG (PAT0313);PAT0313;8426.11.00;;0;0;0;0;0;MEGABRAS;MPK-253;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: MI 3031 H, Tipo: Elétrico, Faixa de Medição: 200 Ohms, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 27/02/2025, Data da Próxima Calibração: 27/02/2026
Ativo;PONTE KELVIN MEGABRAS MPK-253 200O - 38X31X17,5CM - 8,7KG (PAT0314);PAT0314;8426.11.00;;0;0;0;0;0;MEGABRAS;MPK-253;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: MI 3032 H, Tipo: Elétrico, Faixa de Medição: 200 Ohms, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 21/08/2025, Data da Próxima Calibração: 21/08/2026
Ativo;TERMOMETRO INFRAVERMELHO FLUKE - 29380250 - 62MAX+ - 30-650°C - 0,4KG (PAT0316);PAT0316;9030.90.90;;0;0;0;0;0;FLUKE;62 MAX+;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 29380250, Faixa de Medição: -30 °C a 650 °C, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 01/02/2025, Data da Próxima Calibração: 01/02/2026
Inativo;CALIBRE DE FOLGA COCACO GERMANY 20 BLATT - 0,05 A 1,00MM - 10 X 4 X 2CM - 0,65KG (PAT0322);PAT0322;9017.30.90;08.021.00;0;0;0;0;0;COCACO;GERMANY 10 BLATT;365;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0,05mm à 1,00mm, Faixa de Medição: 20 Lâminas, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;RUGOSIMETRO DIGIMESS 27521000003 0 a 160µM - 3,2KG (PAT0323);PAT0323;9030.90.90;;0;0;0;0;0;DIGIMESS;27521000003;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0 a 160µm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Próxima Calibração: 08/03/2026
Ativo;"TORQUIMETRO DE ESTALO 1/2"" GEDORE G042305 520-1000NM  - 13,1 x 10 x 20CM - 8KG (PAT0326)";PAT0326;9030.90.90;;0;0;0;0;0;GEDORE;G042305;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 520 - 1000Nm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 29/12/2025, Data da Próxima Calibração: 29/12/2026
Ativo;CAMERA DIGITAL SONY CYBER-SHOT DSC-W800 - 9,6 x 5,5 x 2,8CM-0,900 KG (PAT0333);PAT0333;8525.89.29;;0;0;0;0;0;SONY;CYBER-SHOT DSC-W800;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;REGUA DE FIOS INSIZE 703150057 100mm (PAT0336);PAT0336;8708.99.90;;0;0;0;0;0;INSIZE;703150057;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 703150057, Tipo: Mecânico, Faixa de Medição: 100mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 19/01/2026, Data da Próxima Calibração: 19/01/2027
Ativo;MICROMETRO EXTERNO MITUTOYO 103 - 143 - 10 150-175mm  (PAT0340);PAT0340;9017.30.10;08.021.00;0;0;0;0;0;MITUTOYO;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 150-175mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;CATRACA DE 3/4 - 2KG (PAT0343);PAT0343;8204.20.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1/2"""
Ativo;ALINHADOR A LASER SKF TKSA 41 - 53 x 11 x 36CM - 4,75 KG (PAT0356);PAT0356;9031.80.99;;0;0;0;0;0;SKF;TKSA 41;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 16360052, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 12/05/2025, Data da Próxima Calibração: 12/05/2026
Inativo;COMPARADOR DE DIAMETRO KINGTOOLS 5805 50 - 160MM - 1KG (PAT0357);PAT0357;9031.80.99;;1;1;0;0;0;KINGTOOLS;5805;2;0;Não;Não;08 - Ativo Imobilizado;Polegada: 50-160mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
