Situação;Descrição;Código;Código NCM;CEST;Peso Líquido;Peso Bruto;Altura;Largura;Profundidade;Marca;Modelo;Prazo de calibração;Dias de Crossdocking;Cupom Fiscal (PDV);Marketplace;Tipo do Item (Bloco K);Características
Ativo;ESCADA DE ALUMINIO MOR 4 DEGRAUS (PAT1827);PAT1827;7616.99.00;;0;0;0;0;0;MOR;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;CINTA DE ELEVACAO C. CABOS SLING - 2 TON X 3M X 6CM - 1 KG (PAT1828);PAT1828;6307.90.90;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 130485-24
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 2 TON X 3M X 6CM - 1KG (PAT1829);PAT1829;6307.90.90;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 130485-24
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 2 TON X 3M X 6CM - 1KG (PAT1830);PAT1830;6307.90.90;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 130485-24
Ativo;CINTA DE ELEVACAO C. CABOS SLING - 2 TON X 3M X 6CM - 1KG (PAT1831);PAT1831;6307.90.90;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 130485-24
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 2 TON X 3M X 6CM - 1KG (PAT1832);PAT1832;6307.90.90;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 130485-24
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 2 TON X 3M X 6CM - 1KG (PAT1833);PAT1833;6307.90.90;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 130485-24
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 2 TON X 3M X 6CM - 1KG (PAT1834);PAT1834;6307.90.90;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 130485-24, Tipo: Acessório de movimentação de cargas, Carga: 2 Toneladas - 3 metros
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 2 TON X 3M X 6CM - 1KG (PAT1835);PAT1835;6307.90.90;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 130485-24, Tipo: Acessório de movimentação de cargas, Carga: 2 Toneladas - metros
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 2 TON X 3M X 6CM - 1KG (PAT1836);PAT1836;6307.90.90;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 130485-24, Tipo: Acessório de movimentação de cargas, Carga: 2 Toneladas - 3 metros, Situação de uso: Apto
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 2 TON X 3M X 6CM - 1KG (PAT1837);PAT1837;6307.90.90;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 130485-24, Tipo: Acessório de movimentação de cargas, Carga: 2 Toneladas - 3 Metros
Ativo;SACA POLIA 3 GARRAS - GEDORE - (PAT1839);PAT1839;8205.59.00;;0;0;0;0;0;GEDORE;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Tipo: Mecânico
Ativo;SACA POLIA 3 GARRAS - GEDORE - 8567/2 - 320X520MM (PAT1840);PAT1840;8205.59.00;08.010.00;0;0;0;0;0;GEDORE;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;ALICATE AMPERIMETRO DIGITAL FLUKE 325 MPP - 600V AC/DC - 28 x 5,8 x 28 CM - 0,30 (PAT1841);PAT1841;9030.33.29;;0;0,3;28;5,8;28;FLUKE;325;0;0;Não;Não;08 - Ativo Imobilizado;Voltagem: 600 V - AC/DC, Número de Série: 65560099MV, Tipo: Elétrico, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 23/12/2025, Data da Próxima Calibração: 23/12/2026, Situação de uso: APTO
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1842);PAT1842;3923.30.90.01;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1843);PAT1843;3923.30.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1844);PAT1844;3923.30.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1845);PAT1845;3923.30.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1846);PAT1846;3923.90.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1847);PAT1847;3923.30.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1848);PAT1848;3923.30.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1849);PAT1849;3923.30.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1850);PAT1850;3923.30.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1851);PAT1851;3923.30.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1852);PAT1852;3923.30.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT1853);PAT1853;3923.30.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;TRANSFORMADOR DE TENSAO 220/440V (PAT1854);PAT1854;8504.33.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;MOCHILA DE FERRAMENTA VONDER (PAT1855);PAT1855;4202.92.00;;0;0;0;0;0;VONDER;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;SECADOR DE AR POR ADSORCAO MSA 0040 220V 50/60HZ 9BAR PO -70ÂºC;PAT1856;8479.89.99;;0;0;0;0;0;MSA;40;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;TALHADEIRA 15MM (PAT1857);PAT1857;8205.59.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;"ALICATE UNIVERSAL ISOLADO SATA  8"" 1000V (PAT1858)";PAT1858;8203.20.10;08.008.00;0;0;0;0;0;SATA;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;"ALICATE CORTE DIAGONAL 6.1/2""(PAT1859)";PAT1859;8203.20.10;08.008.00;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;"CHAVE DE FENDA 3/16 X 6""(PAT1860)";PAT1860;8205.40.00;08.010.00;0;0;0;0;0;BOSCH;GWS 850;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;"CHAVE COMBINADA 1/2""(PAT1861)";PAT1861;8204.11.00;08.009.00;0;0;0;0;0;DIGIMESS;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;"CHAVE COMBINADA 5/16""(PAT1862)";PAT1862;8204.11.00;08.009.00;0;0;0;0;0;DIGIMESS;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;PONTE KELVIN ELETROTESTE MR-10W 50-60HZ / 200µOHM - 13 X 18 X 30CM - 4KG (PAT1863);PAT1863;9030.33.90;;0;4;13;18;30;ELETROTESTE;MR-10W;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 513, Tipo: Elétrico, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 15/12/2025, Data da Próxima Calibração: 15/12/2026
Ativo;PONTE KELVIN ELETROTESTE MR-10W 50-60HZ / 200µOHM - 13 X 18 X 30CM - 4KG (PAT1864);PAT1864;9030.33.90;;0;4;13;18;30;ELETROTESTE;MR-10W;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 512, Tipo: Elétrico, Faixa de Medição: 50-60HZ / 200µOHM, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 15/12/2025, Data da Próxima Calibração: 15/12/2026, Situação de uso: APTO
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 3 TON X 2M X 9CM - 1KG (PAT1865);PAT1865;6307.10.00;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 3 Toneladas - 2 Metros
Ativo;CINTA DE ELEVACAO C. CABOS SLING - 3 TON X 2M X 9CM - 1KG (PAT1866);PAT1866;6307.10.00;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 3 Toneladas - 2 Metros
Ativo;CINTA DE ELEVACAO C. CABOS SLING - 3 TON X 2M X 9CM - 1KG (PAT1867);PAT1867;6307.10.00;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 3 Toneladas - 2 Metros
Ativo;CINTA DE ELEVACAO C. CABOS SLING - 3 TON X 2M X 9CM - 1KG (PAT1868);PAT1868;6307.10.00;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 3 Toneladas - 2 Metros
Ativo;CINTA DE ELEVACAO C. CABOS SLING - 3 TON X 2M X 9CM - 1KG (PAT1869);PAT1869;6307.10.00;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 3 Toneladas - 2 Metros
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 3 TON X 4M X 9CM - 1KG (PAT1870);PAT1870;5407.10.19;28.052.00;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;CINTA DE ELEVACAO C. CABOS SLING - 3 TON X 4M X 9CM - 1KG (PAT1871);PAT1871;5407.10.19;28.052.00;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;"MANILHA GUANABARA 7/8""- 6,5 TON - 1,5KG (PAT1872)";PAT1872;7326.90.90;;0;0;0;0;0;GUANABARA;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;"MANILHA GUANABARA 7/8""- 6,5 TON - 1,5KG (PAT1873)";PAT1873;7326.90.90;;0;0;0;0;0;GUANABARA;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;"MANILHA GUANABARA 7/8""- 6,5 TON - 1,5KG (PAT1874)";PAT1874;7326.90.90;;0;0;0;0;0;GUANABARA;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;"MANILHA GUANABARA 7/8""- 6,5 TON - 1,5KG (PAT1875)";PAT1875;7326.90.90;;0;0;0;0;0;GUANABARA;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;CINTA DE ELEVACAO C. CABOS SLING - 3 TON X 2M X 9CM - 1KG (PAT1876);PAT1876;6307.10.00;;0;0;0;0;0;CENTER CABOS;SLING;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 3 Toneladas - 2 Metros
Ativo;MICROMETRO INTERNO TUBULAR DIGIMESS 160.654 A - 50 A 600MM - 1,2KG (PAT1877);PAT1877;9017.30.10;08.021.00;0;1,2;0;0;0;DIGIMESS;160654 A;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 241182464, Tipo: Mecânico, Faixa de Medição: 50 a 600mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Situação de uso: Aguardando o certificado de calibração
Ativo;CARRO PLATAFORMA DOBRAVEL VONDER - 300KG 91X61X85CM - 15KG (PAT1878);PAT1878;9403.20.90;;0;0;0;0;0;VONDER;7,89395E+12;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;TALHA MANUAL CSM - 410140437-2025 -  1 TON 3 M -10,40 KG (PAT1879);PAT1879;8425.19.10;;0;10,4;0;0;0;CSM;410140437-2025;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140437-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1880);PAT1880;8425.19.10;;0;0;0;0;0;CSM;410140437-2025;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140223-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1881);PAT1881;8425.19.10;;0;0;0;0;0;CSM;410140437-2025;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140135-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1882);PAT1882;8425.19.10;;0;0;0;0;0;CSM;410140437-2025;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140139-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1883);PAT1883;8425.19.10;;0;0;0;0;0;CSM;410140437-2025;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140127-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2027, Data da Próxima Calibração: 07/02/2027, Situação de uso: APTA
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1884);PAT1884;8425.19.10;;0;0;0;0;0;CSM;410140437-2025;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140214-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1885);PAT1885;8425.19.10;;0;0;0;0;0;CSM;410140437-2025;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140114-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1886);PAT1886;8425.19.10;;0;0;0;0;0;CSM;410140437-2025;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140388-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1887);PAT1887;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1888);PAT1888;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140126-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1889);PAT1889;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140057-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1890);PAT1890;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140099-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1891);PAT1891;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140053-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1892);PAT1892;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140225-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 1 TON X 3M - 10,4KG (PAT1893);PAT1893;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140062 -2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;MICROMETRO INTERNO TUBULAR DIGIMESS 110.654A - 50 A 600 - 1KG (PAT1894);PAT1894;9017.30.10;08.021.00;0;1;0;0;0;DIGIMESS;110654A;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 250282476, Tipo: Mecânico, Faixa de Medição: 50 a 600mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 01/2027, Situação de uso: APTO
Ativo;CARRO PLATAFORMA DOBRAVEL VONDER - 150KG 73X47X81CM - 8,6KG (PAT1895);PAT1895;9403.20.90;;0;0;0;0;0;VONDER;7,89395E+12;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;MEGOHMETRO COM IMP MEGABRAS MD1035X 1KV - 27,4X25X12,4 CM - 2,7KG (PAT1896);PAT1896;9030.39.90;;0;2,7;27,4;25;12,4;MEGABRAS;MD1035X;365;0;Não;Não;08 - Ativo Imobilizado;Voltagem: 1.000 V, Número de Série: UI 9075 K, Faixa de Medição: 1kV, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 12/12/2025, Data da Próxima Calibração: 12/12/2026
Ativo;MEGOHMETRO COM IMP MEGABRAS MD1035X 1KV - 27,4X25X12,4CM - 2,7KG (PAT1897);PAT1897;9030.39.90;;0;2,7;27,4;25;12,4;MEGABRAS;MD1035X;0;0;Não;Não;08 - Ativo Imobilizado;Voltagem: 1.000 V, Número de Série: UI 9075 H, Faixa de Medição: 1kV, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 09/10/2025, Data da Próxima Calibração: 09/10/2026, Situação de uso: APTO
Ativo;JOGO DE CHAVE DE FENDA/PHILIPS - GEDORE ALTA VOLTAGEM 1000V 7 PEÇAS (PAT1898);PAT1898;8205.40.00;08.010.00;0;0;0;0;0;GEDORE;WERKZEUGE;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBA HIDRAULICA BOVENAU 700 BAR -BP10000 7,4KG (PAT1899);PAT1899;8413.60.90;;0;0;0;0;0;VONDER;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 700 BAR
Ativo;BOMBA DE VACUO - WEG - HP1/2(0.37) - 110V - (PAT1990);PAT1990;8414.10.00;01.033.00;0;0;0;0;0;STOKES;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 2.300m3/hora
Ativo;CELULAR SAMSUNG GALAXY A16 8GB/256GB - 8,8 X 7,9 X 16,8CM - 0,360 KG (PAT1991);PAT1991;8517.13.00;21.053.01;0;0;0;0;0;SAMSUNG;;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;JOGO DE SOQUETE COM CATRACA 16 PEÇAS  GEDORE RED(PAT1992);PAT1992;8204.20.00;;0;0;0;0;0;MAYLE;;0;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1/2"" 8-32mm"
Ativo;BALDE MANUAL P/GRAXA 8KG C/ COMPAC MANG 3/16  LUBFER (PAT1993);PAT1993;8413.81.00;;0;0;0;0;0;SAMSUNG;;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;"TORQUIMETRO DE ESTALO 1.1/2"" - TRAMONTINA - 44506/601 - 1500 A 3000NM - 1,20 X 20 X 20CM 15,80KG  (PAT1994) -";PAT1994;8205.59.00;08.010.00;0;0;0;0;0;TRAMONTINA;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 239469-24-00201, Tipo: Mecânico, Faixa de Medição: 10-100 Nm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 05/05/2025, Data da Próxima Calibração: 05/05/2026
Ativo;MAÇARICO PORTATIL MANUAL WORKER (PAT1995);PAT1995;8468.10.00;;0;1;0;0;0;WORKER;;0;0;Não;Não;08 - Ativo Imobilizado;Tipo: Mecânico, Potência: 12.300 BTUs
Ativo;TRANSFORMADOR DE TENSAO KIMARKI 500KVA  - 772kg (PAT1996);PAT1996;8504.33.00;;0;772;0;0;0;KIMARKI;;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 500KVA - 60Hz
Ativo;TALHA MANUAL CSM - 2,0 TON X 5M - 21KG (PAT1997);PAT1997;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 2,0 TON X 5M - 21KG (PAT1998);PAT1998;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 2,0 TON X 5M - 21KG (PAT1999);PAT1999;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 2,0 TON X 5M - 21KG (PAT2000);PAT2000;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 2,0 TON X 3M - 16KG (PAT2001);PAT2001;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 2,0 TON X 3M - 16KG (PAT2002);PAT2002;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 2,0 TON X 3M - 16KG (PAT2003);PAT2003;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 2,0 TON X 3M - 16KG (PAT2004);PAT2004;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 2,0 TON X 3M - 16KG (PAT2005);PAT2005;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
Ativo;TALHA MANUAL CSM - 2,0 TON X 3M - 16KG (PAT2006);PAT2006;8425.19.10;;0;0;0;0;0;CSM;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 410140145-2025, Tipo: Acessório de movimentação de cargas, Data da Última Calibração: 07/01/2026, Data da Próxima Calibração: 07/01/2027, Situação de uso: APTO
